map_name,node_name,node_type,lat,lon,on_central_line,on_belinus_current,on_elen_current,is_canonical,in_canonical_33,notes
South_Hampshire_Overview,Roman Fort Curbridge,hillfort,50.90424251128442,-1.257620579681544,TRUE,FALSE,FALSE,TRUE,FALSE,"Prehistoric earthwork and Roman enclosure near the River Hamble; axial alignment tracking the central line corridor within ~250m"
South_Hampshire_Overview & South_Hampshire_St_Catherines,St. Catherine's Hill,hillfort,51.0463689,-1.3106755,TRUE,TRUE,TRUE,TRUE,TRUE,"Iron Age hillfort, mizmaze, and ruined chapel of St Catherine; towering focal point anchoring the central spine directly through its summit; major node where the Belinus and Elen currents weave together; A major node among the 33 canonical nodes"
South_Hampshire_Overview,Marwell Manor,estate_house,50.9854391,-1.289662,TRUE,FALSE,FALSE,TRUE,FALSE,"Historic moated estate with ancient episcopal ties; central line passes within ~250m, pinning the manor to the primary north-south alignment"
South_Hampshire_Entry,Bugle,other,50.84940979999999,-1.2341706,TRUE,TRUE,FALSE,TRUE,FALSE,"The Bugle Inn / historic Titchfield crossroads; focal node where the axial central line drops directly through the old town settlement layout; Also on Belinus current."
South_Hampshire_Entry,Tithe Barn,other,50.8555271,-1.2347795,TRUE,TRUE,FALSE,TRUE,FALSE,"Monastic Great Barn of Titchfield Abbey; monumental 15th-century timber-framed structure targeted explicitly by the sweeping Belinus current"
South_Hampshire_Overview,Alverstoke Motte,hillfort,50.7973387,-1.1723317,FALSE,TRUE,FALSE,TRUE,FALSE,"Head of the mainland dragon; historic high ground acting as the primary mainland entry point for the surging Belinus current from the Solent"
South_Hampshire_Overview,Crofton Old Church,christian,50.8345054,-1.2188467,FALSE,TRUE,FALSE,TRUE,FALSE,"St Edmund's Church; ancient Anglo-Saxon foundation rebuilt in Norman times, explicitly targeted by the tracking Belinus current corridor"
South_Hampshire_Overview,Wickham,other,50.899717,-1.1833893,FALSE,TRUE,FALSE,TRUE,FALSE,"Historic Roman road junction and medieval market square; tracking node capturing the sweeping eastern arc of the Belinus current"
South_Hampshire_Overview,Shedfield,other,50.9163282,-1.2025614,FALSE,TRUE,FALSE,TRUE,FALSE,"St John the Baptist parish corridor; ancient ridge and heathland settlement tracking the path of the Belinus current pushing north"
South_Hampshire_Overview,Bishops Waltham (Eastern Node),other,50.9532537,-1.2140248,FALSE,TRUE,FALSE,TRUE,FALSE,"Ruins of the Palace of the Bishops of Winchester (12th-century, built by Henry of Blois). Explicitly mentioned in Biltcliffe's text as the Bishop's Waltham node on the Belinus current (Location 1096 of 2948)"
South_Hampshire_Overview,Bishops Waltham (Western Node),other,50.95902732841824,-1.222288593563229,FALSE,TRUE,FALSE,TRUE,FALSE,"Geologically significant Claylands area (shown on map as a node labelled 'Bishop's Waltham'). Not mentioned in text; derived from map."
South_Hampshire_Overview,Owlesbury,other,51.00765099999999,-1.2676292,FALSE,TRUE,FALSE,TRUE,FALSE,"St Andrew's Church and hilltop enclosure; high-altitude downland node tracking the Belinus current as it converges toward Winchester"
South_Hampshire_Overview,Morestead,other,51.02641909999999,-1.2747034,FALSE,TRUE,FALSE,TRUE,FALSE,"Small downland valley settlement and historic chalk-ridge trackway; final rural node tracking the Belinus current before the city basin"
South_Hampshire_Overview,St Cross,christian,51.0471698,-1.3221549,FALSE,FALSE,TRUE,TRUE,FALSE,"Hospital of St Cross; monumental 12th-century medieval almshouse and transitional Norman church explicitly tracking the Elen current"
South_Hampshire_Overview,Twyford,other,51.022914,-1.3151246,FALSE,FALSE,TRUE,TRUE,FALSE,"St Mary's Church and ancient yew tree site; sacred water-meadow corridor tracking the Elen current along the eastern bank of the River Itchen"
South_Hampshire_Overview,Meon,other,50.82627694855438,-1.239354816401124,FALSE,FALSE,TRUE,TRUE,FALSE,"Meon shore marshlands; strategic coastal entry point where the Elen current makes landfall onto the Hampshire mainland from the Isle of Wight"
South_Hampshire_Overview,Otterbourne Manor,estate_house,51.0024461,-1.3483142,FALSE,FALSE,TRUE,TRUE,FALSE,"Moated manor house site and ancient woodland corridor; tracking the westernmost curve of the Elen current heading toward the Itchen valley"
South_Hampshire_Overview,Botley,other,50.91437409999999,-1.2738094,FALSE,FALSE,TRUE,TRUE,FALSE,"All Saints Church and historic Hamble river crossing; medieval market settlement tracking the meandering path of the Elen current"
South_Hampshire_Entry,The Titchfield Mill,other,50.8521193,-1.2314586,FALSE,FALSE,TRUE,TRUE,FALSE,"Historic watermill site on the River Meon; capturing the aquatic energetic corridor of the Elen current passing through the valley floor"
South_Hampshire_Overview,Great Posbrook Farm,other,50.84235077169973,-1.240175318467484,FALSE,FALSE,TRUE,TRUE,FALSE,"Historic 16th-century monastic grange farm linked to Titchfield Abbey; low-lying coastal node pinning the path of the Elen current"
South_Hampshire_Overview,Bishopstoke Old Church,christian,50.9760746,-1.3356003,FALSE,FALSE,TRUE,TRUE,FALSE,"Ruins of St Mary's Old Church by the Itchen navigation; ancient sacred river-node tracking the steady progression of the Elen current"
South_Hampshire_Overview & South_Hampshire_Entry,Titchfield Abbey,christian,50.856879,-1.231498,FALSE,TRUE,TRUE,TRUE,TRUE,"Premonstratensian Abbey of St Mary (Place House); major node where the Belinus and Elen currents weave together; A major node among the 33 canonical nodes"
South_Hampshire_Overview & South_Hampshire_Entry,St Peter's Church,christian,50.8491297,-1.2331811,FALSE,TRUE,TRUE,TRUE,TRUE,"Ancient Saxon and Norman foundation in Titchfield; marked with '+' symbol, acting as a core intersection for both the Belinus and Elen currents; In Overview map, it is called Titchfield, but it is actually St Peter's Church; A major node among the 33 canonical nodes"
South_Hampshire_Overview & South_Hampshire_Winchester,Winchester Cathedral,christian,51.0606892,-1.3131538,FALSE,TRUE,TRUE,TRUE,TRUE,"The great northern terminal matrix; monumental cathedral where the Belinus and Elen currents converge and lock with the central axial line; A major node among the 33 canonical nodes"
South_Hampshire_Overview,Hill Head,other,50.8173656,-1.2318615,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal beach and harbor mouth; auxiliary node sitting ~550m west of the central line, kept for general coastal alignment mapping"
South_Hampshire_Entry,Fishermans Rest,other,50.8563616,-1.2298161,FALSE,FALSE,FALSE,FALSE,FALSE,"Historic coaching inn adjacent to Titchfield Abbey grounds; auxiliary node mapping the immediate surroundings of the abbey intersection"
South_Hampshire_Entry,Site of Shakespeare's School,other,50.8556368,-1.2302642,FALSE,FALSE,FALSE,FALSE,FALSE,"Local historical landmark site within the Titchfield estate envelope; auxiliary node for localized geographical context"
South_Hampshire_Entry,Saint Margarets Priory,other,50.8520524,-1.2425819,FALSE,FALSE,FALSE,FALSE,FALSE,"Historic house site west of Titchfield village; auxiliary node mapping the outer periphery of the Meon valley current corridors"
South_Hampshire_Entry,Sarsen Stones,other,50.84918300274376,-1.236293325360475,FALSE,FALSE,FALSE,FALSE,FALSE,"Megalithic sarsen remnants near the village center; auxiliary node indicating ancient prehistoric lithic placement outside the main currents"
South_Hampshire_Overview,Gosport,other,50.800482,-1.1409959,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal peninsula town; auxiliary node mapping the broader eastern approach to the Solent crossing, sitting well east of the active lines"
South_Hampshire_Overview,Fareham,other,50.8548464,-1.1865868,FALSE,FALSE,FALSE,FALSE,FALSE,"Historic market town at the northwest creek of Portsmouth Harbour; auxiliary node mapping the gap between the Alverstoke and Wickham paths"
South_Hampshire_Overview,Meon Spit,other,50.8187728,-1.24558,FALSE,FALSE,FALSE,FALSE,FALSE,"Shingle spit at the mouth of the River Meon; auxiliary coastal landmark tracking the maritime approach vector of the Elen current"
South_Hampshire_Overview,Browndown,other,50.789208,-1.17201,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal shingle backshore; auxiliary node mapping the southern fringe of Alverstoke before the Belinus current makes land"
South_Hampshire_Winchester,Winchester College,other,51.057900,-1.313200,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current node tracking directly through the historic main courtyard of Winchester College"
South_Hampshire_Winchester,School House,other,51.05757549440657,-1.313378388981806,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node located within the historic complex of Winchester College; tracks the initial urban reach of the main axis"
South_Hampshire_Winchester,Cheyney Court,other,51.05907491788007,-1.313919607721491,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; historic 15th-century timber-framed porter's lodge and court building pinning the cathedral close alignment"
South_Hampshire_Winchester,St Swithun,christian,51.0592065,-1.3144367,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node tracking through St Swithun's Gate; ancient medieval gateway over which the historic parish church is built"
South_Hampshire_Winchester,St Lawrence,christian,51.062491,-1.3149949,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; historic St Lawrence Church tucked off the High Street, anchoring the central path through the old city heart"
South_Hampshire_Winchester,Museum,other,51.0620064,-1.3149577,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node tracking directly through the site of the Winchester City Museum in the historic square"
South_Hampshire_Winchester,Library,other,51.0652452,-1.3159289,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node pinning the northern urban corridor at The Arc Winchester (formerly the discovery centre/library)"
South_Hampshire_Winchester,Theatre Royal,other,51.0656825,-1.3161416,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node marking the northernmost urban anchor of the primary spine within the old city gate tracking sequence"
South_Hampshire_Winchester,Chantry,other,51.05750885680941,-1.31287419900242,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current urban entry point; historic Chantry chapel grounds inside the Winchester College boundaries"
South_Hampshire_Winchester,Church,christian,51.057842,-1.313111,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; positioned between The Chantry and The Pilgrims' School on the eastern alignment through the Winchester College precinct"
South_Hampshire_Winchester,The Pilgrims' School,other,51.0591057,-1.3130865,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current node tracking through the main campus and historic buildings of the Pilgrims' School"
South_Hampshire_Winchester,Tower of St Maurice's,christian,51.0620327,-1.3125704,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current node passing through the surviving medieval tower remnant of St Maurice's Church on the eastern alignment; ~200m from the central line"
South_Hampshire_Winchester,The Brooks Shopping Centre,other,51.0629394,-1.3123139,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current node capturing the modern commercial sector built over old medieval city channels; ~200m from the central line"
South_Hampshire_Winchester,Hyde Abbey (site of),christian,51.0684923,-1.3120173,TRUE,FALSE,TRUE,TRUE,FALSE,"Elen Current northern urban terminus; resting place of Alfred the Great, marking the current's departure toward Headbourne Worthy; ~200m from the central line"
South_Hampshire_Winchester,Wolvesey Castle,castle,51.0590832,-1.3102186,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current urban entry point; massive ruined Norman episcopal palace site entering from St Catherine's Hill"
South_Hampshire_Winchester,St Thomas,christian,51.0621997,-1.3177113,TRUE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node tracking through the former St Thomas Church (now used for resources/records) on the western sweep; ~200m from the central line"
South_Hampshire_Winchester,Peninsula Barracks,other,51.0620552,-1.3206017,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node tracking the upper western defensive ridge of the historic military garrison footprint"
South_Hampshire_Winchester,The Great Hall,other,51.0626689,-1.3197181,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node tracking through the Great Hall & Round Table, anchoring the castle precinct alignment"
