map_name,node_name,node_type,lat,lon,on_central_line,on_belinus_current,on_elen_current,is_canonical,in_canonical_33,notes
North_Hampshire_Berkshire_Oxfordshire_Overview & North_Hampshire_Highclere_estate,Beacon Hill,hillfort,51.3103431,-1.3442473,FALSE,TRUE,TRUE,TRUE,TRUE,"Canonical 33 node; MAJOR MEETING POINT where Belinus and Elen currents converge. Prominent hilltop and Iron Age hillfort with extensive views over the Berkshire Downs. Entry point for both currents in the Highclere area. Named site from the canonical 33 list."
North_Hampshire_Berkshire_Oxfordshire_Overview & North_Hampshire_Uffington,Uffington Castle Hillfort,hillfort,51.574929,-1.5693182,FALSE,TRUE,TRUE,TRUE,TRUE,"Canonical 33 node; MAJOR MEETING POINT where Belinus and Elen currents converge. Iron Age hillfort and White Horse Hill complex; one of the most prominent sites on the Ridgeway. Named in the canonical 33 list. Entry point for both currents in the Uffington area."
North_Hampshire_Uffington,Dragon Hill Uffington,other,51.57927,-1.56846,FALSE,TRUE,TRUE,TRUE,TRUE,"Canonical 33 node; MEETING POINT where Belinus and Elen currents converge. Natural hillock below Uffington Castle with legendary associations. Included in the canonical 33 list."
North_Hampshire_Berkshire_Oxfordshire_Overview,Lower Bullington,other,51.16816698293177,-1.351822443392727,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; small village on the River Dever; tracks the central axial line within ~250m through the Test Valley"
North_Hampshire_Berkshire_Oxfordshire_Overview,East Woodhay,other,51.35092619350387,-1.421686338793156,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; village on the Berkshire-Hampshire border; aligned with the central line corridor to within ~250m"
North_Hampshire_Berkshire_Oxfordshire_Overview,Ashmansworth,other,51.30883776273768,-1.405487588575577,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; village on the North Wessex Downs; tracks the central line through the downland landscape"
North_Hampshire_Berkshire_Oxfordshire_Overview,Hurstbourne Priors,other,51.21869115148828,-1.371078045349672,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; village on the River Bourne; central line passes through the settlement core within ~250m"
North_Hampshire_Berkshire_Oxfordshire_Overview,Kintbury,other,51.396893,-1.442128,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; village on the River Kennet; tracks the central axial line through the Kennet Valley"
North_Hampshire_Berkshire_Oxfordshire_Overview,East Garston,other,51.49141863844531,-1.475758961908601,TRUE,FALSE,FALSE,TRUE,FALSE,"Central Line node; village on the River Lambourn; central line alignment passes through the parish"
North_Hampshire_Berkshire_Oxfordshire_Overview,Idlebush Barrow,other,51.561276,-1.565743,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; Bronze Age round barrow near Uffington; part of the meandering Belinus current. Feeds into Uffington Castle."
North_Hampshire_Berkshire_Oxfordshire_Overview,Seven Barrows,barrow,51.543863,-1.527119,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; extensive Bronze Age bowl barrow cemetery on the Lambourn Downs; the meandering Belinus line passes directly through this sacred burial complex heading south from Idlebush Barrow."
North_Hampshire_Berkshire_Oxfordshire_Overview,Hangmans Stone,other,51.52880899999999,-1.540104,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; prehistoric standing stone or landmark; tracks the Belinus current through the Lambourn Downs"
North_Hampshire_Berkshire_Oxfordshire_Overview & North_Hampshire_Highclere_estate,The Temple,other,51.3379731,-1.3474065,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; The Temple of Diana is a Grade II listed 18th-century folly situated in the sprawling grounds of Highclere Castle near the Mere lake; part of the meandering Belinus current through Highclere Estate"
North_Hampshire_Berkshire_Oxfordshire_Overview,Hamstead Marshall,other,51.39343159999999,-1.3881904,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village in the Kennet Valley. Current passes through three medieval motte-and-bailey castle mottes (earthworks) within Hamstead Park. Ancient settlement with Norman connections."
North_Hampshire_Berkshire_Oxfordshire_Overview,Seven Barrow,other,51.294962,-1.338786,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; Bronze Age barrow cemetery; on the Belinus meandering current"
North_Hampshire_Berkshire_Oxfordshire_Overview,Whitchurch,other,51.2299454,-1.3390431,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; historic market town on the River Test; ancient cross-roads and settlement; Belinus current passes through the town core"
North_Hampshire_Berkshire_Oxfordshire_Overview,Egbury Hillfort,hillfort,51.263673,-1.3722,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; Iron Age hillfort; prominent downland fortification; Belinus current tracks through the site. Note: ~1km from central line."
North_Hampshire_Berkshire_Oxfordshire_Overview,Flowerdown Barrows,other,51.085488,-1.346059,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; Bronze Age barrow complex near Winchester; Belinus meandering current enters at this site"
North_Hampshire_Berkshire_Oxfordshire_Overview,Littleton,other,51.0935214,-1.3538724,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village near Winchester; historic parish with Saxon origins; Belinus current tracks the western approach to the city"
North_Hampshire_Berkshire_Oxfordshire_Overview,Barton Stacey,other,51.1678451,-1.3790788,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village on the River Dever; historic settlement; Belinus current meanders through the river valley"
North_Hampshire_Berkshire_Oxfordshire_Overview,Wickham,other,51.44120849999999,-1.4334778,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village in Berkshire; Belinus current tracks through the Kennet Valley landscape"
North_Hampshire_Berkshire_Oxfordshire_Overview,Tufton,other,51.2186483,-1.3463848,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; small village in the Test Valley; Belinus current passes through the village"
North_Hampshire_Berkshire_Oxfordshire_Overview,Lambourne,other,51.508568,-1.5316684,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village on the River Lambourn; historic racing and royal connections; Belinus current tracks through the valley"
North_Hampshire_Berkshire_Oxfordshire_Overview,Great Shefford,other,51.4754337,-1.4519832,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village on the River Lambourn; historic market and river crossing; Belinus current passes through the settlement"
North_Hampshire_Berkshire_Oxfordshire_Overview,Enborne,other,51.3893604,-1.3751264,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; village on the Hampshire-Berkshire border; Belinus current enters from this site"
North_Hampshire_Uffington,Spring (site of),holy_well,51.57640031719636,-1.570729091029204,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; site of a spring or water source near Uffington; sacred water feature on the Belinus meandering current. Located north of Uffington Castle."
North_Hampshire_Highclere_estate,Folly,other,51.326233,-1.358480,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; distinct landscape folly feature located directly north of Monk's Garden and east of Highclere Castle on the meandering Belinus current."
North_Hampshire_Berkshire_Oxfordshire_Overview,Litchfield,other,51.2834941,-1.3395579,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; landscape feature or former settlement; Belinus current tracks through the area"
North_Hampshire_Highclere_estate,Bowl Barrow,other,51.315871,-1.347238,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; Bronze Age bowl barrow; prominent downland burial mound on the Belinus current. Entry point into Highclere Estate."
North_Hampshire_Highclere_estate,Monk's Garden,other,51.32541546226364,-1.357923572539763,FALSE,TRUE,FALSE,TRUE,FALSE,"Belinus Current node; historic garden or monastic landscape feature in Highclere Estate; on the Belinus meandering current"
North_Hampshire_Berkshire_Oxfordshire_Overview,Headbourne Worthy,other,51.089847,-1.3054349,FALSE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; village near Winchester; ancient parish on the River Itchen; Elen current enters from this site and tracks the eastern river corridor"
North_Hampshire_Berkshire_Oxfordshire_Overview,Laverstoke,other,51.2318969,-1.298794,FALSE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; village on the River Test; historic mill and paper-making village; Elen current passes along the river valley"
North_Hampshire_Berkshire_Oxfordshire_Overview,Abra Barrow,other,51.223378,-1.281218,FALSE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; Bronze Age barrow; on the Elen meandering current"
North_Hampshire_Berkshire_Oxfordshire_Overview,Three Barrows,other,51.196748,-1.274502,FALSE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; Bronze Age barrow group; Elen current tracks through this downland barrow complex"
North_Hampshire_Highclere_estate,Cemetery Chapel,christian,51.3321443,-1.362932,FALSE,FALSE,TRUE,TRUE,FALSE,"Elen Current node; chapel near Highclere; religious landscape feature on the Elen current. Located near a Dairy Farm."
